user_id,email,user_type,name,phone_number,zipcode,road_address,address_detail,preferred_categories,created_at,updated_at,last_login_at
user_000012,ki@example.com,general_user,차지연,052-751-7371,70782,충청남도 예산군 가락3길 956,세종특별자치시 서초구 가락774로 지하281,교육/오락,2024-12-13T18:10:34,2024-12-13T18:10:34,2025-01-21T18:10:34
user_000013,sangceolgu@example.org,general_user,박경희,017-857-7490,34816,인천광역시 은평구 가락030거리 지하974 (현지정이면),울산광역시 구로구 삼성가 767-84 (상호최리),"개인위생,생활용품,의약품",2024-01-24T08:51:17,2024-01-24T08:51:17,2024-12-05T08:51:17
user_000014,caeweon53@example.net,general_user,김서준,055-168-2320,27831,강원도 홍천군 강남대거리 274 (동현김읍),경기도 동두천시 테헤란거리 583,"의류,의약품,침구류",2024-04-11T05:10:27,2024-04-11T05:10:27,2024-05-30T05:10:27
user_000015,seunghyeon78@example.org,general_user,황영수,044-211-3181,65276,광주광역시 은평구 가락가 28 (준혁김읍),대구광역시 강북구 잠실9로 369,"식량,주방용품",2024-01-18T21:33:10,2024-01-18T21:33:10,2024-03-28T21:33:10
user_000016,yeongil03@example.net,general_user,강승현,010-3618-8708,45145,전라북도 충주시 강남대길 949-2 (수민이허동),부산광역시 양천구 서초대528길 397 (민서이김면),"교육/오락,식량,의류,전자용품",2023-12-18T00:05:36,2023-12-18T00:05:36,2024-05-06T00:05:36
user_000017,bagsunja@example.org,general_user,황동현,02-8188-4603,38588,전라북도 안산시 언주거리 지하110 (정수김동),대구광역시 구로구 석촌호수가 603-37,"생활용품,식량,의류,의약품",2024-03-01T14:13:27,2024-03-01T14:13:27,2024-06-30T14:13:27
user_000018,yeongsug71@example.org,general_user,김현숙,063-414-8867,67604,광주광역시 관악구 봉은사길 772,대전광역시 중랑구 가락길 953,개인위생,2024-06-09T10:06:14,2024-06-09T10:06:14,2024-10-09T10:06:14
user_000019,gimyunseo@example.com,general_user,이지원,043-389-2254,40719,경기도 음성군 가락길 846-58,세종특별자치시 양천구 압구정888가 566 (영환김동),"개인위생,생활용품",2025-01-02T02:57:29,2025-01-02T02:57:29,2025-05-17T02:57:29
user_000020,si@example.com,general_user,강정훈,031-606-6941,44920,경상남도 부여군 양재천3길 753,인천광역시 북구 서초대거리 670-92 (영희김마을),"식량,의류,침구류",2024-11-23T00:06:52,2024-11-23T00:06:52,2025-11-11T00:06:52
user_000021,lgim@example.com,general_user,김성진,062-010-7740,84729,세종특별자치시 동구 삼성가 77 (은주문김리),세종특별자치시 영등포구 백제고분174가 지하933,식량,2024-03-30T20:17:53,2024-03-30T20:17:53,2024-05-28T20:17:53
user_000022,junhyeogi@example.org,general_user,류도윤,054-472-5209,92147,광주광역시 동작구 오금80길 867-5,대구광역시 금천구 학동2가 900-98 (하윤박장마을),생활용품,2023-12-04T03:20:35,2023-12-04T03:20:35,2024-10-07T03:20:35
user_000023,goseongsu@example.org,general_user,김은지,011-865-0016,12301,대전광역시 은평구 잠실로 992-34,경기도 수원시 팔달구 압구정738거리 921,식량,2025-03-12T19:07:05,2025-03-12T19:07:05,2025-10-18T19:07:05
user_000024,jihu67@example.com,general_user,류중수,011-127-0996,63074,세종특별자치시 성동구 언주가 5-94,경기도 성남시 분당구 석촌호수979로 302-59,교육/오락,2023-09-29T23:28:34,2023-09-29T23:28:34,2024-02-09T23:28:34
user_000025,jimin04@example.org,general_user,백준영,063-999-7788,97384,전라북도 성남시 수정구 언주3길 811,경기도 하남시 강남대76가 284-92,"의약품,주방용품",2025-07-06T01:44:41,2025-07-06T01:44:41,2025-12-08T01:44:41
user_000026,oi@example.com,general_user,서정희,02-9933-7139,58953,울산광역시 양천구 영동대거리 270 (상현손마을),부산광역시 성북구 개포97가 928-87 (명숙김동),"교육/오락,반려동물,식량,의약품",2024-01-31T13:55:08,2024-01-31T13:55:08,2024-05-03T13:55:08
user_000027,ryang@example.com,general_user,류영환,032-689-5382,30211,경기도 철원군 서초중앙537거리 636,충청북도 강릉시 테헤란가 지하185 (지은김읍),"반려동물,식량",2024-12-03T02:37:48,2024-12-03T02:37:48,2025-06-22T02:37:48
user_000028,gimjihyeon@example.com,general_user,김서연,043-259-1559,17034,대구광역시 성동구 봉은사60로 지하827,강원도 제천시 봉은사264가 952,"반려동물,생활용품,식량,의약품,주방용품",2025-03-27T21:29:44,2025-03-27T21:29:44,2026-01-21T21:29:44
user_000029,gimyeeun@example.net,general_user,김영호,016-331-8169,33219,전라남도 용인시 수지구 양재천970길 449,울산광역시 강북구 삼성길 710-56,"반려동물,주방용품",2023-11-20T18:10:54,2023-11-20T18:10:54,2024-04-13T18:10:54
user_000030,hyeonji37@example.org,general_user,김정호,019-026-7422,75667,경기도 태백시 논현630길 767 (순자이리),울산광역시 중랑구 선릉808거리 654 (민수김황면),"식량,주방용품,침구류",2024-06-20T21:56:53,2024-06-20T21:56:53,2024-09-24T21:56:53
user_000031,fi@example.org,general_user,김현우,032-803-1231,76585,전라남도 당진시 선릉거리 320-79 (경희신김면),경상남도 시흥시 역삼8로 553-57,식량,2024-04-30T15:20:54,2024-04-30T15:20:54,2024-10-14T15:20:54
user_000032,hyeonjubag@example.org,general_user,이정숙,016-110-8863,41928,전라북도 고양시 덕양구 잠실길 451 (은지박김마을),제주특별자치도 수원시 영통구 논현길 638-11 (상훈민박마을),"생활용품,의약품",2023-12-24T13:12:41,2023-12-24T13:12:41,2024-10-01T13:12:41
user_000033,iyeonggil@example.com,general_user,최지민,031-602-6783,49584,광주광역시 은평구 역삼로 530,경상남도 성남시 압구정698길 139-98,생활용품,2023-09-28T19:31:57,2023-09-28T19:31:57,2024-09-12T19:31:57
user_000034,hi@example.net,general_user,황정수,062-984-7414,84910,대전광역시 관악구 역삼거리 793-96 (민수김김리),인천광역시 성동구 백제고분256로 615-57 (명자윤이읍),"생활용품,식량,주방용품",2025-02-09T12:05:48,2025-02-09T12:05:48,2025-05-15T12:05:48
user_000035,gimseunghyeon@example.com,general_user,엄은주,063-588-6854,98139,인천광역시 성북구 논현길 385-64,광주광역시 강북구 봉은사97거리 596 (정훈이마을),"생활용품,의류",2025-04-15T19:50:56,2025-04-15T19:50:56,2025-06-20T19:50:56
user_000036,hyeonucoe@example.com,general_user,김영순,070-9761-5997,14331,강원도 안산시 상록구 백제고분길 602-95,경상북도 원주시 서초중앙66길 677-88,"개인위생,식량",2024-09-06T14:34:47,2024-09-06T14:34:47,2025-05-26T14:34:47
user_000037,yeongmihwang@example.org,general_user,김성호,070-9016-8171,43812,세종특별자치시 중구 서초대5가 521 (지우장이리),강원도 횡성군 논현3길 777-81 (민재이리),"개인위생,생활용품",2025-08-07T09:59:57,2025-08-07T09:59:57,2025-09-09T09:59:57
user_000038,gwangsu70@example.com,general_user,배상훈,018-382-1202,27312,대구광역시 구로구 가락18로 210-15,충청북도 용인시 처인구 도산대가 지하561,"개인위생,생활용품,의류",2024-05-26T10:34:24,2024-05-26T10:34:24,2024-07-10T10:34:24
user_000039,ujini@example.com,general_user,유하윤,016-896-7105,16437,경기도 천안시 동남구 논현거리 5,부산광역시 동작구 논현401길 936-29,"전자용품,주방용품",2023-09-29T03:56:34,2023-09-29T03:56:34,2023-12-22T03:56:34
user_000040,jeongsug09@example.org,general_user,강경희,043-430-9918,47405,부산광역시 서구 오금길 지하768 (영환서김읍),대구광역시 관악구 삼성0로 179-28 (민서박김동),"식량,의류",2024-06-21T22:42:22,2024-06-21T22:42:22,2025-01-10T22:42:22
user_000041,eunjii@example.net,general_user,김영길,010-0349-9963,16641,울산광역시 영등포구 강남대81거리 95-47 (미숙이마을),세종특별자치시 마포구 압구정가 187-86,"생활용품,의류,의약품,침구류",2025-02-26T04:08:24,2025-02-26T04:08:24,2025-07-30T04:08:24
user_000042,mbag@example.net,general_user,이예지,052-140-6611,90054,인천광역시 서대문구 삼성길 172-35,충청북도 수원시 영통구 논현53거리 952 (하은구마을),,2025-08-06T01:55:00,2025-08-06T01:55:00,2026-02-23T01:55:00
user_000043,tsim@example.com,general_user,강성진,055-534-3580,40665,강원도 동해시 압구정길 지하55 (지민남읍),충청남도 부천시 오정구 학동000거리 913-55 (아름최윤읍),"생활용품,의약품",2024-05-27T01:53:54,2024-05-27T01:53:54,2025-02-16T01:53:54
user_000044,gimgyeonghyi@example.org,general_user,이은영,016-295-4603,14094,광주광역시 구로구 봉은사길 지하306,인천광역시 동대문구 잠실거리 지하968 (시우최장읍),"개인위생,식량",2023-10-24T17:23:05,2023-10-24T17:23:05,2024-09-20T17:23:05
user_000045,ii@example.com,general_user,김지연,043-758-0346,89516,대전광역시 강북구 개포54가 881,인천광역시 관악구 백제고분9로 355-29 (영희윤이면),교육/오락,2024-04-02T21:42:02,2024-04-02T21:42:02,2024-09-15T21:42:02
user_000046,egim@example.com,general_user,김지영,019-817-7815,50646,충청남도 용인시 반포대거리 442,서울특별시 서구 잠실거리 지하767,"교육/오락,식량,의류,의약품,전자용품,주방용품",2024-02-27T05:16:19,2024-02-27T05:16:19,2024-07-05T05:16:19
user_000047,bi@example.org,general_user,류승현,054-368-5485,47943,제주특별자치도 예산군 선릉894가 182 (상훈박이마을),인천광역시 중구 봉은사508거리 319,"식량,의약품",2025-04-23T19:54:21,2025-04-23T19:54:21,2025-08-29T19:54:21
user_000048,cunja87@example.com,general_user,이채원,032-907-1078,99322,경상남도 용인시 수지구 서초대9로 72-78,서울특별시 영등포구 잠실999가 953,"생활용품,식량",2025-05-01T06:13:03,2025-05-01T06:13:03,2026-04-17T06:13:03
user_000049,hyeonjeongi@example.org,general_user,이성민,019-656-0105,17600,울산광역시 서구 역삼658가 575-92 (지원김동),대구광역시 구로구 가락88거리 244 (준호김조면),"개인위생,생활용품,의약품",2024-08-06T21:45:19,2024-08-06T21:45:19,2024-12-10T21:45:19
user_000050,yujingim@example.com,general_user,최주원,041-910-3011,19206,광주광역시 성북구 압구정거리 540-43,부산광역시 동구 오금가 지하350,"식량,의류",2025-08-31T01:49:32,2025-08-31T01:49:32,2026-01-08T01:49:32
user_000051,junhyeogryu@example.org,general_user,김수빈,062-298-5565,46556,대전광역시 동작구 선릉152로 지하179 (예지이읍),울산광역시 구로구 가락1로 지하459 (현주권이면),식량,2024-12-13T05:23:55,2024-12-13T05:23:55,2025-07-05T05:23:55
user_000052,ijinu@example.org,general_user,임영철,032-125-1892,24634,세종특별자치시 구로구 서초대로 192 (정호김강마을),광주광역시 중랑구 강남대길 지하158,"반려동물,식량",2025-06-22T11:32:49,2025-06-22T11:32:49,2025-08-16T11:32:49
user_000053,gimsunja@example.org,general_user,박은정,042-533-6415,35565,광주광역시 서구 강남대814로 518-7,대전광역시 서초구 봉은사로 422 (정순엄한마을),"생활용품,식량",2024-05-19T19:16:42,2024-05-19T19:16:42,2024-07-13T19:16:42
user_000054,egim@example.org,general_user,최준호,043-650-1993,46342,서울특별시 남구 가락431길 752-42 (경자김김읍),부산광역시 관악구 선릉길 160 (지민김김동),식량,2024-01-05T07:32:12,2024-01-05T07:32:12,2024-07-15T07:32:12
user_000055,caeweonbag@example.net,general_user,서정자,016-569-8087,71598,경상남도 수원시 장안구 잠실거리 964-23 (영순이김동),대구광역시 북구 역삼길 지하780,생활용품,2025-03-06T10:39:41,2025-03-06T10:39:41,2026-01-31T10:39:41
user_000056,seonyeongi@example.org,general_user,홍승민,061-992-4809,01315,충청북도 영동군 도산대9로 319 (상철김진동),울산광역시 서초구 서초대37로 258,"식량,의류,의약품",2024-02-28T01:56:06,2024-02-28T01:56:06,2025-01-12T01:56:06
user_000057,yeeun30@example.org,general_user,문경자,019-760-9249,50372,부산광역시 영등포구 잠실064길 972-47 (지영이동),대전광역시 광진구 테헤란길 493-74 (영자박읍),"생활용품,의약품",2023-11-12T19:51:16,2023-11-12T19:51:16,2024-01-18T19:51:16
user_000058,gimjihye@example.com,general_user,이윤서,031-944-3255,44113,제주특별자치도 강릉시 석촌호수거리 959-7 (미경윤고마을),경기도 괴산군 역삼9로 589 (정훈김동),"생활용품,의류",2025-04-18T01:14:41,2025-04-18T01:14:41,2026-04-11T01:14:41
user_000059,jimin58@example.net,general_user,한성훈,054-940-0300,02847,인천광역시 강서구 백제고분길 지하798 (우진강면),부산광역시 도봉구 서초대1길 지하721 (정남박박리),의약품,2024-03-15T04:01:23,2024-03-15T04:01:23,2024-12-19T04:01:23
user_000060,jeongung42@example.com,general_user,김지후,018-634-8255,26487,대구광역시 서초구 학동1가 3-43,전라북도 정선군 테헤란가 66,"교육/오락,식량",2024-04-26T03:37:47,2024-04-26T03:37:47,2024-10-25T03:37:47
user_000061,ogim@example.com,general_user,김수진,055-785-8488,76905,울산광역시 종로구 석촌호수8길 627 (숙자김동),강원도 오산시 양재천6거리 지하759,"식량,의류",2023-12-22T10:17:50,2023-12-22T10:17:50,2024-05-21T10:17:50
user_000062,icoe@example.net,general_user,이혜진,041-600-5540,55231,강원도 부여군 가락가 571-84 (현주김차리),경상남도 이천시 언주861로 843-2,"반려동물,생활용품,식량",2024-12-02T12:13:32,2024-12-02T12:13:32,2025-09-24T12:13:32
user_000063,zyun@example.com,general_user,이준서,064-714-7599,25319,광주광역시 송파구 압구정887가 6,대구광역시 강동구 압구정90거리 779 (진우김읍),"개인위생,생활용품,의류",2025-08-20T17:23:43,2025-08-20T17:23:43,2026-07-22T17:23:43
user_000064,hwangujin@example.net,general_user,권경수,064-704-4470,97511,서울특별시 영등포구 영동대726로 지하872,경상남도 아산시 영동대555로 73 (정식이마을),"생활용품,식량,의류",2024-03-16T07:41:55,2024-03-16T07:41:55,2024-07-13T07:41:55
user_000065,coejimin@example.net,general_user,김옥순,062-930-0667,61049,충청북도 청주시 청원구 삼성가 528,세종특별자치시 서초구 서초대길 222-45,,2024-06-27T22:34:47,2024-06-27T22:34:47,2024-12-23T22:34:47
user_000066,suminbag@example.net,general_user,양지원,011-786-0320,84835,대전광역시 강북구 학동거리 567,충청북도 이천시 압구정6길 416 (정훈전안면),"식량,의류,전자용품",2024-05-12T18:27:48,2024-05-12T18:27:48,2024-10-19T18:27:48
user_000067,dson@example.com,general_user,김영길,043-778-3578,26868,서울특별시 은평구 양재천436거리 171,전라남도 고양시 일산서구 석촌호수거리 984,"개인위생,침구류",2025-02-19T01:11:00,2025-02-19T01:11:00,2025-10-20T01:11:00
user_000068,vhan@example.org,general_user,정정호,043-683-8130,30093,전라북도 포천시 삼성길 368 (영진강리),경기도 강릉시 학동길 930,반려동물,2023-10-10T08:28:23,2023-10-10T08:28:23,2023-12-16T08:28:23
user_000069,jiweon28@example.com,general_user,박정호,011-297-9717,89159,강원도 충주시 백제고분67거리 495 (상철권면),서울특별시 중구 개포08로 683-74 (지후황이동),"식량,의약품,침구류",2023-11-21T06:43:14,2023-11-21T06:43:14,2024-04-27T06:43:14
user_000070,ebag@example.com,general_user,박현준,017-744-4666,11842,광주광역시 금천구 삼성774거리 지하177 (동현박박마을),서울특별시 강북구 양재천길 63,"식량,의약품",2025-07-14T02:44:40,2025-07-14T02:44:40,2026-02-20T02:44:40
user_000071,gimeunjeong@example.org,general_user,조현지,019-866-9559,70034,경상북도 군포시 삼성길 459,경상남도 포천시 도산대919거리 811,"생활용품,식량",2025-08-11T23:15:54,2025-08-11T23:15:54,2026-03-14T23:15:54
user_000072,dbae@example.org,general_user,김명자,041-074-1894,74744,울산광역시 북구 잠실거리 59-65 (영식강면),경기도 수원시 팔달구 석촌호수로 56,식량,2025-03-15T21:10:17,2025-03-15T21:10:17,2025-09-20T21:10:17
user_000073,hongjungsu@example.net,general_user,임은정,031-883-6656,07201,전라북도 태안군 오금길 557,경상북도 부천시 반포대길 지하675,"반려동물,식량,의류,주방용품",2023-11-06T19:58:47,2023-11-06T19:58:47,2024-09-13T19:58:47
user_000074,hyeonjuhwang@example.com,general_user,이예은,044-790-4217,99149,경상남도 원주시 잠실로 지하226,광주광역시 중구 삼성가 638 (영자김동),"생활용품,의약품",2025-07-13T00:29:28,2025-07-13T00:29:28,2026-07-04T00:29:28
user_000075,vi@example.com,general_user,박숙자,018-332-7857,33656,강원도 의정부시 가락2로 903-54 (민지홍정리),광주광역시 강남구 강남대926로 793 (윤서송면),"식량,주방용품",2024-03-31T13:11:57,2024-03-31T13:11:57,2024-04-14T13:11:57
user_000076,junseogang@example.org,general_user,김영수,033-667-8243,84809,부산광역시 서구 언주869가 944-53,경상남도 보령시 강남대길 358 (준호배리),"개인위생,식량",2024-01-28T15:30:11,2024-01-28T15:30:11,2024-10-19T15:30:11
user_000077,jiuca@example.org,general_user,류병철,061-604-6419,86849,광주광역시 서대문구 역삼가 945-91 (현지김김읍),충청북도 홍성군 서초중앙길 지하451 (수빈이박리),"의류,의약품,주방용품",2025-02-07T20:08:05,2025-02-07T20:08:05,2025-09-03T20:08:05
user_000078,sunog72@example.net,general_user,송준혁,02-5726-5923,03442,전라북도 안산시 단원구 서초대가 157 (민준김최면),울산광역시 성북구 석촌호수길 351,"생활용품,전자용품",2025-07-15T05:52:09,2025-07-15T05:52:09,2026-02-04T05:52:09
user_000079,yeonghyi52@example.net,general_user,오준영,053-572-7168,75787,충청북도 용인시 서초대거리 856-53 (상훈김읍),충청북도 천안시 서북구 잠실0로 199-57 (도현김서동),생활용품,2024-01-11T22:18:50,2024-01-11T22:18:50,2024-05-02T22:18:50
user_000080,ujin17@example.net,general_user,권진우,016-122-9640,85704,서울특별시 영등포구 봉은사25길 567 (영숙한엄동),울산광역시 동작구 가락거리 607,"생활용품,식량,의약품",2025-01-24T18:29:06,2025-01-24T18:29:06,2025-02-01T18:29:06
user_000081,imijeong@example.org,general_user,김상철,061-444-0077,68477,충청북도 양양군 삼성가 481 (순옥한리),경상남도 보은군 언주길 872-86 (지민김동),"생활용품,의약품",2023-09-29T00:48:17,2023-09-29T00:48:17,2023-10-17T00:48:17
user_000082,gimogja@example.com,general_user,김건우,02-8112-6415,38096,경상남도 의왕시 논현가 567 (현정이면),충청북도 계룡시 강남대로 593 (민석서조동),"식량,의약품,침구류",2024-09-05T21:55:48,2024-09-05T21:55:48,2025-01-25T21:55:48
user_000083,yejii@example.org,general_user,백중수,070-2195-1149,01628,광주광역시 성동구 백제고분가 지하776 (옥자이면),대전광역시 용산구 학동거리 58-23 (현주이최읍),"교육/오락,의류,전자용품",2025-03-22T15:55:15,2025-03-22T15:55:15,2026-02-15T15:55:15
user_000084,coeyeweon@example.com,general_user,최상훈,016-050-5929,76705,강원도 고양시 일산동구 양재천로 942-26,강원도 천안시 서북구 강남대704거리 177,"의약품,주방용품",2024-04-15T21:38:42,2024-04-15T21:38:42,2024-06-02T21:38:42
user_000085,minseoggim@example.org,general_user,박정웅,016-571-0564,52475,울산광역시 남구 봉은사거리 725 (민석이홍리),강원도 금산군 학동5로 189,"개인위생,생활용품,의류,의약품",2024-05-22T01:08:35,2024-05-22T01:08:35,2024-07-07T01:08:35
user_000086,ljang@example.org,general_user,구지은,063-453-7521,03809,대구광역시 중랑구 오금가 273-10,대구광역시 금천구 반포대로 420-9,"개인위생,생활용품,식량,전자용품",2023-11-23T19:13:44,2023-11-23T19:13:44,2024-10-11T19:13:44
user_000087,ujingang@example.net,general_user,김은경,018-318-8306,77310,충청북도 과천시 강남대길 지하528 (서윤김김동),인천광역시 강북구 테헤란길 691-4 (미숙이면),"식량,침구류",2025-05-22T23:41:50,2025-05-22T23:41:50,2026-04-11T23:41:50
user_000088,hayungim@example.com,general_user,황춘자,010-9771-7064,86101,제주특별자치도 광명시 서초중앙52가 685,경상남도 홍성군 가락0가 615 (수민이박마을),"개인위생,식량,의류",2023-11-15T16:49:42,2023-11-15T16:49:42,2024-07-29T16:49:42
user_000089,jiyeonyu@example.org,general_user,이상철,02-0649-7900,03504,전라남도 남양주시 석촌호수378거리 930-26 (보람손면),대전광역시 강서구 압구정34길 81,"생활용품,식량,의약품",2025-08-28T15:40:08,2025-08-28T15:40:08,2025-11-20T15:40:08
user_000090,fgim@example.net,general_user,서준혁,054-018-9391,34304,부산광역시 양천구 도산대로 지하112 (도윤김읍),광주광역시 금천구 서초중앙거리 883 (준호최리),"식량,의류,의약품",2024-05-07T19:58:07,2024-05-07T19:58:07,2024-08-04T19:58:07
user_000091,bagjiweon@example.com,general_user,장영호,053-472-8047,14443,인천광역시 강남구 삼성86가 554 (예지최마을),제주특별자치도 구리시 반포대30거리 302 (지우최박리),"교육/오락,반려동물,식량",2025-02-08T23:44:07,2025-02-08T23:44:07,2025-08-11T23:44:07
user_000092,xo@example.net,general_user,한현정,052-728-3505,43201,대구광역시 동구 테헤란841거리 796-33 (성훈박리),충청북도 의왕시 선릉2로 922,주방용품,2025-05-30T13:16:54,2025-05-30T13:16:54,2025-06-14T13:16:54
user_000093,ago@example.com,general_user,이상호,032-182-5567,61045,전라남도 인제군 강남대가 112-27 (도현강면),충청북도 제천시 반포대거리 지하701 (영철김김마을),의약품,2025-01-20T11:38:20,2025-01-20T11:38:20,2025-12-16T11:38:20
user_000094,kgim@example.org,general_user,조민지,042-886-9952,80158,대전광역시 구로구 도산대거리 892,전라북도 안성시 테헤란9길 694 (병철이동),"생활용품,식량,의약품",2024-10-23T01:37:27,2024-10-23T01:37:27,2025-09-19T01:37:27
user_000095,jaehogim@example.org,general_user,박진우,017-187-8209,99872,전라남도 안산시 단원구 반포대7거리 149-10,경상남도 증평군 양재천19가 374 (서준이김면),"생활용품,의약품",2024-12-11T16:48:38,2024-12-11T16:48:38,2025-10-05T16:48:38
user_000096,siui@example.net,general_user,박미정,051-808-8433,13783,제주특별자치도 안양시 동안구 봉은사가 지하243 (영진안김면),전라북도 영동군 반포대길 640 (주원김리),"생활용품,식량,의약품",2024-04-06T01:07:51,2024-04-06T01:07:51,2024-11-14T01:07:51
user_000097,jiuhong@example.org,general_user,김현정,062-367-7058,65174,경상남도 서산시 언주로 672-50,경상북도 수원시 장안구 백제고분거리 지하85,"식량,의약품,주방용품",2025-08-22T07:38:23,2025-08-22T07:38:23,2026-01-01T07:38:23
user_000098,gominjae@example.com,general_user,강서현,055-884-3936,37178,대구광역시 관악구 잠실거리 130 (은정김리),경기도 부천시 원미구 논현079거리 지하528 (현숙박문읍),"개인위생,식량,의약품,전자용품",2025-06-27T01:25:31,2025-06-27T01:25:31,2026-04-08T01:25:31
user_000099,isangceol@example.com,general_user,배예준,054-726-2149,31800,부산광역시 강남구 서초대33길 957,경상북도 부천시 오정구 가락391길 586-43,"식량,의류,의약품",2025-07-01T08:19:09,2025-07-01T08:19:09,2026-06-13T08:19:09
user_000100,pbag@example.net,general_user,김영일,070-7273-4500,54335,강원도 용인시 잠실6로 859 (성호김안마을),울산광역시 남구 학동로 564 (서준우김동),"의약품,전자용품",2025-05-14T23:32:41,2025-05-14T23:32:41,2025-05-21T23:32:41
user_000101,igim@example.org,general_user,이민재,018-943-5173,58761,전라남도 포천시 도산대로 446 (은정이동),제주특별자치도 청주시 상당구 삼성로 726 (정수김동),"생활용품,식량",2024-06-17T20:21:55,2024-06-17T20:21:55,2024-09-13T20:21:55
user_000102,minsugim@example.net,general_user,박우진,062-199-4078,98292,전라북도 안양시 만안구 영동대54거리 385 (정호배서동),전라북도 동해시 서초대로 798-94,"개인위생,식량",2024-12-07T11:37:03,2024-12-07T11:37:03,2025-03-01T11:37:03
user_000103,tbag@example.org,general_user,이상호,032-274-8449,29790,전라남도 천안시 서북구 봉은사0로 305 (은정김읍),제주특별자치도 홍성군 논현거리 377-74,"개인위생,생활용품,식량,의약품",2023-11-29T20:30:51,2023-11-29T20:30:51,2024-06-08T20:30:51
user_000104,subinmin@example.net,general_user,엄승현,019-391-9742,33281,대구광역시 강동구 도산대1거리 648,대구광역시 남구 학동거리 74-87,"반려동물,생활용품,식량,의약품",2025-02-22T18:56:33,2025-02-22T18:56:33,2025-11-01T18:56:33
user_000105,myeongsug22@example.net,general_user,양민수,042-434-9045,86414,서울특별시 성북구 양재천길 지하992,충청북도 춘천시 학동거리 467 (민수박마을),"의류,의약품,전자용품,침구류",2023-09-27T03:32:30,2023-09-27T03:32:30,2024-09-02T03:32:30
user_000106,jihyeonryu@example.net,general_user,송영미,018-868-5146,85218,전라북도 부여군 석촌호수가 486-43,울산광역시 중구 도산대가 215 (도윤박면),"개인위생,식량,의약품,전자용품,침구류",2024-10-30T21:40:08,2024-10-30T21:40:08,2025-09-08T21:40:08
user_000107,jiweonbag@example.net,general_user,안상철,031-798-7753,30809,충청북도 원주시 가락거리 1-45 (지우이김마을),경기도 천안시 서북구 압구정77로 463 (상호이리),침구류,2023-09-27T08:00:40,2023-09-27T08:00:40,2024-03-30T08:00:40
user_000108,junho79@example.org,general_user,강우진,063-091-7263,88167,서울특별시 영등포구 논현가 14,경기도 강릉시 영동대길 지하679 (영자문동),"생활용품,의약품",2023-12-26T13:40:22,2023-12-26T13:40:22,2024-03-08T13:40:22
user_000109,vi@example.com,general_user,이지은,041-161-2683,91191,서울특별시 마포구 서초중앙로 지하454 (정숙문이마을),울산광역시 종로구 삼성길 494,"생활용품,식량,의류",2024-08-23T05:55:12,2024-08-23T05:55:12,2025-04-28T05:55:12
